Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/3125-Bank-St-Louisville-KY-40212/73429153_zpid/,,Single Family,60000,10/31/24,1070,sqft,56.07,6969,sqft,2,1,3125 Bank St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/614-S-20th-St-Louisville-KY-40203/73493115_zpid/,,Single Family,60000,11/14/24,1056,sqft,56.82,2613.6,sqft,2,1,614 S 20th St,Louisville,40203,KY,USA
https://www.zillow.com/homedetails/10901-Marbado-Ct-Louisville-KY-40229/73523550_zpid/,,Single Family,60000,09/10/24,1256,sqft,47.77,9474,sqft,,1.5,10901 Marbado Ct,Louisville,40229,KY,USA
https://www.zillow.com/homedetails/2805-Lytle-St-Louisville-KY-40212/73569693_zpid/,,Single Family,60000,09/09/24,856,sqft,70.09,2178,sqft,2,1,2805 Lytle St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/2200-Hale-Ave-Louisville-KY-40210/73597742_zpid/,,Single Family,60000,11/06/24,1561,sqft,38.44,3920.4,sqft,4,1,2200 Hale Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/2100-Grand-Ave-Louisville-KY-40210/73605583_zpid/,,Single Family,60000,11/18/24,1205,sqft,49.79,4050,sqft,1,1,2100 Grand Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1439-Berry-Blvd-Louisville-KY-40215/73610369_zpid/,,Single Family,60000,10/10/24,1050,sqft,57.14,0.26,acres,1,1,1439 Berry Blvd,Louisville,40215,KY,USA
https://www.zillow.com/homedetails/808-S-37th-St-Louisville-KY-40211/73664046_zpid/,,Single Family,60000,11/04/24,930,sqft,64.52,4791.6,sqft,2,1,808 S 37th St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3111-Hale-Ave-Louisville-KY-40211/73664492_zpid/,,Single Family,60000,10/03/24,1312,sqft,45.73,5001,sqft,4,1,3111 Hale Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/4149-Greenwood-Ave-Louisville-KY-40211/73580536_zpid/,,Single Family,60108,09/19/24,1080,sqft,55.66,0.28,acres,1,1,4149 Greenwood Ave,Louisville,40211,KY,USA
